Date,Time
2017-03-22,0:46:30
2017-03-23,0:21:48
2017-03-24,0:33:36
2017-03-25,0:40:14
2017-03-26,0:43:04
2017-03-27,0:12:34
2017-03-28,0:10:27
2017-03-29,0:20:11
2017-03-30,0:37:08
2017-03-31,0:41:26
2017-04-01,1:29:04
2017-04-02,0:51:36
2017-04-03,0:12:29
2017-04-04,0:15:45
2017-04-05,0:12:49
2017-04-06,0:23:56
2017-04-07,1:01:34
2017-04-08,0:45:11
2017-04-09,0:59:33
2017-04-10,0:09:19
2017-04-11,0:12:47
2017-04-12,0:18:26
2017-04-13,0:31:59
2017-04-14,0:36:06
2017-04-15,0:31:56
2017-04-16,0:52:03
2017-04-17,0:10:54
2017-04-18,0:18:29
2017-04-19,0:25:02
2017-04-20,0:33:44
2017-04-21,0:47:59
2017-04-22,0:30:02
2017-04-23,0:49:54
2017-04-24,0:08:15
2017-04-25,0:18:46
2017-04-26,0:15:21
2017-04-27,0:30:56
2017-04-28,0:45:18
2017-04-29,0:58:51
2017-04-30,1:06:51
2017-05-01,0:17:25
2017-05-02,0:22:55
2017-05-03,0:21:38
2017-05-04,0:24:15
2017-05-05,0:41:35
2017-05-06,0:49:12
2017-05-07,0:53:03
2017-05-08,0:10:10
2017-05-09,0:19:43
2017-05-10,0:19:40
2017-05-11,0:32:04
2017-05-12,0:35:48
2017-05-13,0:50:47
2017-05-14,0:42:10
2017-05-15,0:09:09
2017-05-16,0:29:58
2017-05-17,0:15:32
2017-05-18,0:28:00
2017-05-19,0:41:07
2017-05-20,0:29:08
2017-05-21,1:28:38
2017-05-22,0:10:04
2017-05-23,0:18:48
2017-05-24,0:18:27
2017-05-25,0:21:54
2017-05-26,0:26:49
2017-05-27,0:55:02
2017-05-28,1:01:47
2017-05-29,0:09:39
2017-05-30,0:17:17
2017-05-31,0:33:07
2017-06-01,0:26:44
2017-06-02,0:41:19
2017-06-03,0:48:53
2017-06-04,0:48:13
2017-06-05,0:09:58
2017-06-06,0:18:50
2017-06-07,0:12:01
2017-06-08,0:29:53
2017-06-09,0:43:37
2017-06-10,0:48:52
2017-06-11,0:50:42
2017-06-12,0:09:14
2017-06-13,0:13:43
2017-06-14,0:18:35
2017-06-15,0:23:39
2017-06-16,0:39:14
2017-06-17,0:26:57
2017-06-18,0:38:28
2017-06-19,0:08:28
2017-06-20,0:17:45
2017-06-21,0:18:24
2017-06-22,0:30:57
2017-06-23,0:28:01
2017-06-24,0:54:30
2017-06-25,0:54:50
2017-06-26,0:10:38
2017-06-27,0:13:26
2017-06-28,0:20:54
2017-06-29,0:31:22
2017-06-30,1:04:17
2017-07-01,0:29:30
2017-07-02,1:10:16
2017-07-03,0:10:01
2017-07-04,0:13:08
2017-07-05,0:17:56
2017-07-06,0:14:34
2017-07-07,0:24:46
2017-07-08,0:43:25
2017-07-09,0:58:27
2017-07-10,0:11:04
2017-07-11,0:14:52
2017-07-12,0:23:47
2017-07-13,0:32:36
2017-07-14,0:23:05
2017-07-15,0:37:35
2017-07-16,0:56:43
2017-07-17,0:07:50
2017-07-18,0:16:46
2017-07-19,0:17:23
2017-07-20,0:40:24
2017-07-21,0:29:56
2017-07-22,0:44:40
2017-07-23,0:58:14
2017-07-24,0:08:30
2017-07-25,0:15:23
2017-07-26,0:26:59
2017-07-27,0:24:03
2017-07-28,0:27:03
2017-07-29,0:42:29
2017-07-30,1:00:18
2017-07-31,0:07:24
2017-08-01,0:13:08
2017-08-02,0:13:34
2017-08-03,0:30:26
2017-08-04,0:27:16
2017-08-05,0:29:23
2017-08-06,0:57:42
2017-08-07,0:08:43
2017-08-08,0:11:07
2017-08-09,0:21:06
2017-08-10,0:32:32
2017-08-11,0:45:26
2017-08-12,0:59:14
2017-08-13,0:50:46
2017-08-14,0:06:54
2017-08-15,0:14:25
2017-08-16,0:13:56
2017-08-17,0:37:47
2017-08-18,0:31:22
2017-08-19,0:41:29
2017-08-20,0:48:39
2017-08-21,0:11:20
2017-08-22,0:10:07
2017-08-23,0:14:26
2017-08-24,0:23:49
2017-08-25,0:31:35
2017-08-26,0:24:46
2017-08-27,0:42:03
2017-08-28,0:09:14
2017-08-29,0:17:27
2017-08-30,0:26:12
2017-08-31,0:31:34
2017-09-01,0:24:46
2017-09-02,0:48:57
2017-09-03,1:10:43
2017-09-04,0:12:34
2017-09-05,0:11:08
2017-09-06,0:19:11
2017-09-07,0:26:14
2017-09-08,0:25:35
2017-09-09,0:33:02
2017-09-10,0:44:22
2017-09-11,0:09:24
2017-09-12,0:13:17
2017-09-13,0:16:32
2017-09-14,0:27:23
2017-09-15,0:26:50
2017-09-16,0:44:19
2017-09-17,0:39:20
2017-09-18,0:07:56
2017-09-19,0:18:17
2017-09-20,0:17:08
2017-09-21,0:48:11
2017-09-22,0:59:13
2017-09-23,0:42:17
2017-09-24,1:00:38
2017-09-25,0:07:56
2017-09-26,0:13:15
2017-09-27,0:16:58
2017-09-28,0:21:04
2017-09-29,0:23:23
2017-09-30,0:32:39
2017-10-01,1:17:32
2017-10-02,0:10:07
2017-10-03,0:09:11
2017-10-04,0:18:18
2017-10-05,0:31:31
2017-10-06,0:31:45
2017-10-07,1:00:08
2017-10-08,0:32:57
2017-10-09,0:08:18
2017-10-10,0:10:21
2017-10-11,0:21:42
2017-10-12,0:32:08
2017-10-13,0:27:28
2017-10-14,0:41:19
2017-10-15,1:03:36
2017-10-16,0:11:31
2017-10-17,0:14:24
2017-10-18,0:21:12
2017-10-19,0:33:43
2017-10-20,0:30:46
2017-10-21,0:41:28
2017-10-22,0:39:14
2017-10-23,0:10:50
2017-10-24,0:16:12
2017-10-25,0:23:39
2017-10-26,0:35:44
2017-10-27,0:24:44
2017-10-28,1:12:46
2017-10-29,0:43:33
2017-10-30,0:08:36
2017-10-31,0:12:39
2017-11-01,0:26:59
2017-11-02,0:15:46
2017-11-03,0:34:50
2017-11-04,0:33:02
2017-11-05,0:54:44
2017-11-06,0:07:50
2017-11-07,0:14:16
2017-11-08,0:17:03
2017-11-09,0:30:04
2017-11-10,0:31:48
2017-11-11,0:36:39
2017-11-12,1:03:44
2017-11-13,0:14:19
2017-11-14,0:13:04
2017-11-15,0:16:50
2017-11-16,0:24:41
2017-11-17,0:33:02
2017-11-18,0:36:34
2017-11-19,0:43:01
2017-11-20,0:13:52
2017-11-21,0:14:13
2017-11-22,0:25:32
2017-11-23,0:28:02
2017-11-24,0:38:09
2017-11-25,0:47:40
2017-11-26,0:44:42
2017-11-27,0:09:27
2017-11-28,0:17:06
2017-11-29,0:16:20
2017-11-30,0:20:39
2017-12-01,0:17:15
2017-12-02,0:26:03
2017-12-03,0:53:25
2017-12-04,0:09:18
2017-12-05,0:12:01
2017-12-06,0:15:44
2017-12-07,0:22:29
2017-12-08,0:30:25
2017-12-09,0:44:31
2017-12-10,0:25:51
2017-12-11,0:07:03
2017-12-12,0:19:15
2017-12-13,0:23:58
2017-12-14,0:19:25
2017-12-15,0:39:18
2017-12-16,0:46:23
2017-12-17,0:56:31
2017-12-18,0:06:56
2017-12-19,0:18:07
2017-12-20,0:13:18
2017-12-21,0:16:42
2017-12-22,0:38:30
2017-12-23,1:03:55
2017-12-24,0:45:33
2017-12-25,0:10:25
2017-12-26,0:11:41
2017-12-27,0:19:55
2017-12-28,0:44:12
2017-12-29,0:44:58
2017-12-30,0:41:04
2017-12-31,0:48:14
